audit_id,paper_category,category_key,expressible,library,current_rfc_classification,current_root_cause,rfc_tags,storage_classification,fixed_status,state,created_at,title,url,maintainer_bug_judgment,evidence_to_check,audit_decision,audit_notes
AS-072,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,Mbed TLS,RFC-probable,wrong_error_handling,RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-05-13T15:51:25Z,ssl: reject trailing bytes in TLS 1.3 encrypted extensions,https://github.com/Mbed-TLS/mbedtls/pull/10752,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-073,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,OpenSSL,RFC-probable,wrong_error_handling,RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-04-15T17:57:26Z,Fix TLS 1.3 missing key_share alert,https://github.com/openssl/openssl/pull/30851,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-074,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,wolfSSL,RFC-Core,wrong_error_handling,RFC8446,direct-bug-label,closed_or_fixed_unverified,closed,2026-04-27T12:05:13Z,[Bug]: ServerHello Extension Whitelist Runtime Recheck,https://github.com/wolfSSL/wolfssl/issues/10321,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-075,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,wolfSSL,RFC-Core,wrong_error_handling,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-06T21:17:22Z,TLS ECH Compliance Fixes,https://github.com/wolfSSL/wolfssl/pull/10141,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-076,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,OpenSSL,RFC-probable,wrong_error_handling,RFC5246;RFC8446,direct-bug-label,closed_or_fixed_unverified,closed,2026-02-26T15:49:24Z,Detecting plaintext HTTP over a TLS socket is broken for certain verbs,https://github.com/openssl/openssl/issues/30196,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-077,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,wolfSSL,RFC-probable,wrong_validation_predicate,RFC8446,direct-bug-label,closed_or_fixed_unverified,closed,2026-04-25T13:43:13Z,[Bug]: Hardening fixes for src/tls13.c,https://github.com/wolfSSL/wolfssl/issues/10313,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-078,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,GnuTLS,RFC-probable,wrong_error_handling,RFC8446,bug-inferred,fixed_merged_mr,merged,2026-01-20T00:42:45.557Z,"tests/suite/tls-fuzzer: update submodules, tweak/enable tests",https://gitlab.com/gnutls/gnutls/-/merge_requests/2055,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-079,Predicate and alert/error semantics,predicate_and_alert_error_semantics,X,GnuTLS,RFC-probable,wrong_validation_predicate,RFC8446,bug-inferred,closed_or_fixed_unverified,closed,2026-03-06T08:47:55.936Z,Vulnerability in GnuTLS PSK/SRP rehandshake handling,https://gitlab.com/gnutls/gnutls/-/issues/1808,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-080,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,Mbed TLS,RFC-Core,incorrect_transcript_binding,RFC8446,security/advisory,recognized_unfixed_or_open,open,2026-04-15T03:25:30Z,Comprehensive Analysis: TLS 1.3 Certificate Signature Algorithm Constraint,https://github.com/Mbed-TLS/mbedtls/issues/10693,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-081,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,Mbed TLS,RFC-Core,incorrect_transcript_binding,RFC8446,security/advisory,recognized_unfixed_or_open,open,2026-04-29T11:17:56Z,TLS 1.3 Certificate Signature Algorithm Constraint,https://github.com/Mbed-TLS/mbedtls/issues/10732,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-082,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,wolfSSL,RFC-Core,incorrect_key_schedule,RFC8446,direct-bug-label,closed_or_fixed_unverified,closed,2026-02-10T10:26:59Z,[Bug]: In case of DTLS 1.3 when using NULL cipher the Nonce length seems to be calculated incorrectly,https://github.com/wolfSSL/wolfssl/issues/9757,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-083,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,Mbed TLS,RFC-Core,incorrect_transcript_binding,RFC8446,direct-bug-label,recognized_unfixed_or_open,open,2026-04-20T13:57:27Z,TLS 1.3: Enforce that handshake messages do not span key changes,https://github.com/Mbed-TLS/mbedtls/issues/10708,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-084,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,OpenSSL,RFC-Core,incorrect_key_schedule,RFC8446,direct-bug-label,recognized_unfixed_or_open,open,2026-04-15T16:39:30Z,Inconsistent TLS 1.3 key schedule secret cleanup in SSL_CONNECTION,https://github.com/openssl/openssl/issues/30849,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-085,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,wolfSSL,RFC-Core,legacy_cross_version_error,RFC5246;RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-01-14T16:52:34Z,"[TLS 1.2, TLS 1.3] Fail immediately if server sends empty certificate message for TLS 1.2 and beyond",https://github.com/wolfSSL/wolfssl/pull/9662,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-086,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,wolfSSL,RFC-Core,incorrect_transcript_binding,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-14T17:05:00Z,TLS 1.3: evict session from cache after accepted 0-RTT resumption,https://github.com/wolfSSL/wolfssl/pull/10221,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-087,"Cryptographic binding, key schedule, and cross-version semantics",cryptographic_binding_key_schedule_and_cross_version_semantics,X,wolfSSL,RFC-Core,incorrect_key_schedule,RFC5246;RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-17T13:39:07Z,Zero TLS 1.3 traffic keys after AES SE offload,https://github.com/wolfSSL/wolfssl/pull/10246,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
