auto_rfc_probable,body_excerpt,created_at,excluded_reason,expressibility,expressibility_reason,fixed_status,id,kind,labels,library,manual_review_basis,manual_rfc,manual_rfc_classification,platform,primary_root_cause,source,state,storage_classification,title,url
True,"## Summary

The implementation does not fully enforce the TLS 1.3 requirement that, when the server is able to provide a certificate chain whose certificates are signed with algorithms advertised by the client, it should select and send such a compliant chain.  
Static analysis shows that the certificate selection logic only matches the client’s advertised **CertificateVerify** signature schemes and key type compatibility, but does not evaluate the signature hash algorithms used across the configured certificate chain. Runtime testing further confirms this gap: even when both a SHA-1-signed chain and a SHA-256-signed chain are simultaneously available, the server may still select the SHA-1-signed chain despite the client advertising only SHA-2 signature schemes.  
This creates a reproducible standards-conformance issue with practical interoperability, observability, and weak-chain exposure implications.

## 1. Requirement (RFC 8446 / TLS1.3.txt)

Specification file: `D:\project\conditionFuzzing\document\TLS1.3.txt`

Relevant original text:

```text
3726:    All certificates provided by the server MUST be signed by a signature
3727:    algorithm advertised by the client if it is able to provide such a
3728:    chain (see Section 4.2.3).  Certificates that are self-signed or
3729:    certificates that are expected to be trust anchors are not validated
3730:    as part of the chain and therefore MAY be signed with any algorithm.
3731:
3732:    If the server cannot produce a cert",2026-04-29T11:17:56Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:issue:10732,issue,component-tls13,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-Core,github,incorrect_transcript_binding,Mbed-TLS/mbedtls,open,security/advisory,TLS 1.3 Certificate Signature Algorithm Constraint,https://github.com/Mbed-TLS/mbedtls/issues/10732
True,"# mbedTLS Does Not Strictly Enforce the `ServerHello.key_share` Exact Length

## 1. Summary

The issue is about the `key_share` extension in a TLS 1.3 `ServerHello`, specifically the `KeyShareServerHello` structure.

The core mismatch is:

- the TLS 1.3 specification requires `ServerHello.key_share` to contain exactly one `KeyShareEntry`
- mbedTLS server-side construction emits exactly one `KeyShareEntry`
- but mbedTLS client-side parsing accepts extra trailing bytes after that `KeyShareEntry`

So the implementation does not fully enforce the exact structure boundary on the receiving side.

This is the common underlying issue behind the related findings.

## 2. RFC Original Text

The `KeyShareEntry` structure is defined in [RFC 8446, Section 4.2.8](https://www.rfc-editor.org/rfc/rfc8446#section-4.2.8):

```text
      struct {
          NamedGroup group;
          opaque key_exchange<1..2^16-1>;
      } KeyShareEntry;
```

For `ServerHello`, the `key_share` extension contains a `KeyShareServerHello` value, defined in [RFC 8446, Section 4.2.8](https://www.rfc-editor.org/rfc/rfc8446#section-4.2.8):

```text
      struct {
          KeyShareEntry server_share;
      } KeyShareServerHello;
```

The RFC then states in [RFC 8446, Section 4.2.8](https://www.rfc-editor.org/rfc/rfc8446#section-4.2.8):

```text
   server_share:  A single KeyShareEntry value that is in the same group
      as one of the client's shares.
```

And also in [RFC 8446, Section 4.2.8](https://www.rfc-editor.or",2026-04-29T14:11:55Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:issue:10737,issue,component-tls13,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-Core,github,wrong_validation_predicate,Mbed-TLS/mbedtls,open,bug-inferred,mbedTLS Does Not Strictly Enforce the `ServerHello.key_share` Exact Length,https://github.com/Mbed-TLS/mbedtls/issues/10737
True,"# mbedTLS TLS 1.3 `certificate_authorities` Validation Gap

## 1. Problem Summary

In the TLS 1.3 `CertificateRequest` parsing path, mbedTLS accepts the `certificate_authorities` extension type, but does not implement dedicated parsing of its internal structure. As a result, the client does not explicitly validate:

- whether the `authorities` vector satisfies `3..2^16-1`
- whether each `DistinguishedName` satisfies `1..2^16-1`

In practice, malformed `certificate_authorities` contents can be received and ignored, instead of being rejected during handshake parsing.

## 2. RFC 8446 Source Text

From [RFC 8446 (TLS 1.3), Section 4.2.4](https://www.rfc-editor.org/rfc/rfc8446#section-4.2.4):

```text
4.2.4.  Certificate Authorities

   The ""certificate_authorities"" extension is used to indicate the
   certificate authorities (CAs) which an endpoint supports and which
   SHOULD be used by the receiving endpoint to guide certificate
   selection.

   The body of the ""certificate_authorities"" extension consists of a
   CertificateAuthoritiesExtension structure.

      opaque DistinguishedName<1..2^16-1>;

      struct {
          DistinguishedName authorities<3..2^16-1>;
      } CertificateAuthoritiesExtension;

   authorities:  A list of the distinguished names [X501] of acceptable
   certificate authorities, represented in DER-encoded [X690] format.
```

## 3. Code Description

### 3.1 `certificate_authorities` is allowed in `CertificateRequest`

From `library/ssl_misc.h`:

```c
/",2026-04-30T12:36:04Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:issue:10744,issue,bug component-tls13 size-m,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-Core,github,incorrect_field_construction,Mbed-TLS/mbedtls,open,direct-bug-label,mbedTLS TLS 1.3 `certificate_authorities` Validation Gap,https://github.com/Mbed-TLS/mbedtls/issues/10744
True,"According to RFC 4279 the psk_identity_hint can be of length 0. This patch enables the TLS 1.2 server to accept such empty hints during TLS 1.2 handshake. This is done when the server accepts only a single PSK key.

- [x] **changelog**  provided
- [x] **development PR** provided HERE
- [x] **TF-PSA-Crypto PR** not required because: TLS only
- [x] **framework PR** not required
- [x] **3.6 PR** provided https://github.com/Mbed-TLS/mbedtls/pull/10558
- **tests**  provided | not required because: minimal change
",2026-01-08T22:23:05Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10557,pr,bug component-tls needs-ci size-s,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-probable,github,incorrect_field_construction,Mbed-TLS/mbedtls,open,direct-bug-label,Fix: support empty PSK key hint in Client Key Exchange message,https://github.com/Mbed-TLS/mbedtls/pull/10557
True,"According to RFC 4279 the psk_identity_hint can be of length 0. This patch enables the TLS 1.2 server to accept such empty hints during TLS 1.2 handshake. This is done when the server accepts only a single PSK key.

## PR checklist

- [x] **changelog**  not required because: minor fix
- [x] **development PR** provided https://github.com/Mbed-TLS/mbedtls/pull/10557
- [x] **TF-PSA-Crypto PR** not required because: TLS only
- [x] **framework PR** not required
- [x] **3.6 PR** provided HERE
- **tests**  not required because: minimal change
",2026-01-08T22:23:34Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10558,pr,bug needs-work component-tls needs-reviewer size-s,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-probable,github,incorrect_field_construction,Mbed-TLS/mbedtls,open,direct-bug-label,[3.6] Fix: support empty PSK key hint in Client Key Exchange message,https://github.com/Mbed-TLS/mbedtls/pull/10558
True,"## Description
Create branch specific generate_tls_handshake_test.py and make_generated_files.py.
generate_tls_handshake_test.py will be used to specifiy that the branch supports (D)TLS 1.2 ClientHello defragmentation.
make_generated_files.py will be used to specify that the branch specific generate_tls_handshake_test.py should be used instead of the temporary framework one.

Depends on: https://github.com/Mbed-TLS/mbedtls-framework/pull/274

## PR checklist
- [x] **changelog** not required because: no change from the user perpspective
- [x] **development PR** here
- [x] **TF-PSA-Crypto PR** not required because: no need for any change in TF-PSA-Crypto
- [x] **3.6 PR** provided #10603
- **tests**  not required because: changing the organization of utility scripts and TLS logs improvements",2026-01-26T07:50:02Z,,expressible_combination,Usually needs setF for selected state plus setM/noCheck for peer input.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10575,pr,enhancement needs-review needs-reviewer component-test priority-high,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,negotiation_logic_error,Mbed-TLS/mbedtls,closed,bug-inferred,Some preparatory work for DTLS client hello defragmentation,https://github.com/Mbed-TLS/mbedtls/pull/10575
True,"## Description

TLS-PRF uses either SHA-256 and SHA-384 so these are the guards that should be used.

## PR checklist

- [x] **changelog** [not required](https://github.com/Mbed-TLS/mbedtls/pull/10595#issuecomment-3890033420)
- [x] **development PR** not required because: it's this one
- [x] **TF-PSA-Crypto PR** not required because: no change there
- [x] **framework PR** not required
- [x] **3.6 PR** https://github.com/Mbed-TLS/mbedtls/pull/10597
",2026-02-11T13:35:02Z,,requires_model_extension,Requires additional semantics beyond current setF/noCheck/message-field operations.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10595,pr,approved priority-high size-xs,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,incorrect_key_schedule,Mbed-TLS/mbedtls,closed,bug-inferred,library: check_config: fix required hash algorithms for TLS 1.2,https://github.com/Mbed-TLS/mbedtls/pull/10595
True,"In the TLS-Exporter for TLS 1.3 we mistakenly call PSA_HASH_LENGTH() on an mbedtls_md_type_t when it should be called on a psa_algorithm_t.

Fortunately, these two types have almost the same values, since we have previously aligned them to make conversion more efficient. As a result, PSA_HASH_LENGTH() produces exactly the same value when called on an mbedtls_md_type_t as with the equivalent psa_algorithm_t.

Thanks to this happy coincidence, fix a largely cosmetic issue (rather than a major functional bug).

## PR checklist

Please remove the segment/s on either side of the | symbol as appropriate, and add any relevant link/s to the end of the line.
If the provided content is part of the present PR remove the # symbol.

- [x] **changelog** not required because: No user-facing change
- [x] **development PR** here
- [x] **TF-PSA-Crypto PR** not required because: TLS only
- [x] **framework PR** not required
- [x] **3.6 PR** provided #10602 
- **tests** not required because: Existing tests suffice",2026-02-16T17:09:50Z,,expressible_noCheck,Representable when the local model has a matching rfc-requirement(label[n]).,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10601,pr,approved,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,missing_validation,Mbed-TLS/mbedtls,closed,bug-inferred,Fix missing type conversion in the TLS-Exporter,https://github.com/Mbed-TLS/mbedtls/pull/10601
True,"In the TLS-Exporter for TLS 1.3 we mistakenly call PSA_HASH_LENGTH() on an mbedtls_md_type_t when it should be called on a psa_algorithm_t.

Fortunately, these two types have almost the same values, since we have previously aligned them to make conversion more efficient. As a result, PSA_HASH_LENGTH() produces exactly the same value when called on an mbedtls_md_type_t as with the equivalent psa_algorithm_t.

Thanks to this happy coincidence, fix a largely cosmetic issue (rather than a major functional bug).

## PR checklist

Please remove the segment/s on either side of the | symbol as appropriate, and add any relevant link/s to the end of the line.
If the provided content is part of the present PR remove the # symbol.

- [x] **changelog** not required because: No user-facing change
- [x] **development PR** provided #10601  
- [x] **TF-PSA-Crypto PR** not required because: TLS only
- [x] **framework PR** not required
- [x] **3.6 PR** here
- **tests** not required because: Existing tests suffice",2026-02-16T17:11:33Z,,expressible_noCheck,Representable when the local model has a matching rfc-requirement(label[n]).,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10602,pr,approved,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,missing_validation,Mbed-TLS/mbedtls,closed,bug-inferred,[Backport 3.6] Fix missing type conversion in the TLS-Exporter,https://github.com/Mbed-TLS/mbedtls/pull/10602
True,"## Description

Parse and store all certificate policy OIDs instead of rejecting non-anyPolicy OIDs with MBEDTLS_ERR_X509_FEATURE_UNAVAILABLE. Per RFC 5280 section 4.2.1.4, certificate policy enforcement is optional and should be left to the application. This aligns Mbed TLS behavior with OpenSSL, GnuTLS, and wolfSSL, which all accept certificates with custom/enterprise policy OIDs. Unknown policy OIDs are now rendered as numeric dotted strings (e.g. 1.2.3.4) in certificate info output.
                                                                                                                                                                       
Fixes #8123. Related to #8935, #4062, #7182.                                                                                                                                                                                                                                            

## PR checklist

  - changelog provided
  - development PR provided # | not required because: this is the development PR
  - TF-PSA-Crypto PR not required because: no changes to TF-PSA-Crypto
  - framework PR not required
  - 3.6 PR not required because: should be discussed with maintainers for backport (v3.6.5 backport available here as reference https://github.com/zephyrproject-rtos/mbedtls/pull/80)
  - tests provided

### Notes

---                                                                                                      ",2026-02-23T09:58:26Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10616,pr,needs-review component-x509 size-s priority-medium,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,[],Not-related,github,negotiation_logic_error,Mbed-TLS/mbedtls,open,bug-inferred,x509: Parse all certificate policy OIDs per RFC 5280,https://github.com/Mbed-TLS/mbedtls/pull/10616
True,"## Description
Add support for (D)TLS 1.2 client hello defragmentation. Note that there was already some support (but not comprehensive support) for TLS 1.2 ClientHello defragmentation.

~Depends on: https://github.com/Mbed-TLS/mbedtls/pull/10603~ merged

Fixes https://github.com/Mbed-TLS/mbedtls/issues/7549

Backport of https://github.com/Mbed-TLS/mbedtls/pull/10576 quite straightforward, conflicts in 3 commits though:

- ssl_server2.c: DTLS: Attempt to read the response to the close notification: amended the setting og MBEDTLS_HAVE_TIME in `component_test_tls1_2_ccm_psk_dtls()`.
- ssl-opt.sh: Add tests with CH fragmented with DTLS in default config and ssl-opt.sh: DTLS reassembly: Improve max_content_len requirements: the dependency on RSA is ""requires_config_enabled MBEDTLS_RSA_C"" instead of ""requires_config_enabled PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_BASIC"".

To check the differences:
```
git range-diff 97a25e4c68120dc3231362da745edc1373686e28~17..97a25e4c68120dc3231362da745edc1373686e28 53dd7d0dce5e16d21fd2bcb4e5454c6533590360~17..53dd7d0dce5e16d21fd2bcb4e5454c6533590360
```

## PR checklist
- [x] **changelog** provided
- [x] **development PR** provided #10576 
- [x] **TF-PSA-Crypto PR** not required because: 3.6 PR
- [x] **framework PR** not required
- [x] **3.6 PR** provided here 
- **tests**  provided",2026-02-24T14:48:18Z,,expressible_combination,Usually needs setF for selected state plus setM/noCheck for peer input.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10623,pr,enhancement approved priority-high,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,negotiation_logic_error,Mbed-TLS/mbedtls,closed,bug-inferred,Backport 3.6: Add support for (D)TLS 1.2 client hello defragmentation,https://github.com/Mbed-TLS/mbedtls/pull/10623
True,"## Description

Add a check to ensure that at least 1 key exchange is selected when TLS 1.3 is also enabled.

## PR checklist

- [ ] **changelog** not required because: minor, just adding a guard to a function
- [ ] **development PR** not required because: this one
- [ ] **Mbed TLS 4.1 backport** https://github.com/Mbed-TLS/mbedtls/pull/10713
- [ ] **TF-PSA-Crypto PR** not required because: no change there
- [ ] **framework PR** not required
- [ ] **3.6 PR** not required because: not backported
- **tests**  not required because: no code change
",2026-03-23T16:35:45Z,,expressible_combination,Usually needs setF for selected state plus setM/noCheck for peer input.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10650,pr,approved needs-backports priority-high size-xs,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,negotiation_logic_error,Mbed-TLS/mbedtls,closed,bug-inferred,check_config: add missing check for TLS 1.3 key exchanges,https://github.com/Mbed-TLS/mbedtls/pull/10650
True,"## Description

Backport of #10672

## PR checklist

- [x] **changelog** provided
- [x] **development PR** provided #10672
- [x] **TF-PSA-Crypto PR** not required because: no changes
- [x] **framework PR** not required
- [x] **4.1 PR** provided #10704
- [x] **3.6 PR** provided here
- [x] **tests** provided
",2026-04-04T18:06:22Z,,expressible_combination,Usually needs setF for selected state plus setM/noCheck for peer input.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10674,pr,approved priority-high size-xs,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,negotiation_logic_error,Mbed-TLS/mbedtls,closed,bug-inferred,Backport 3.6: ssl: accept TLS 1.2 rsa_pss_rsae signature algorithms,https://github.com/Mbed-TLS/mbedtls/pull/10674
True,"## Description

Backport of #10672

## PR checklist

- [x] **changelog** provided
- [x] **development PR** provided #10672
- [x] **TF-PSA-Crypto PR** not required because: no changes
- [x] **framework PR** not required
- [x] **4.1 PR** provided here
- [x] **3.6 PR** provided #10674
- [x] **tests** provided
",2026-04-17T16:23:38Z,,expressible_combination,Usually needs setF for selected state plus setM/noCheck for peer input.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10704,pr,bug approved priority-high size-xs,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,negotiation_logic_error,Mbed-TLS/mbedtls,closed,direct-bug-label,Backport 4.1: ssl: accept TLS 1.2 rsa_pss_rsae signature algorithms,https://github.com/Mbed-TLS/mbedtls/pull/10704
True,"## Description

Backport of #10650

## PR checklist

- [ ] **changelog** not required because: same as in #10650
- [ ] **framework PR** not required
- [ ] **TF-PSA-Crypto development PR** not required because: no change there
- [ ] **TF-PSA-Crypto 1.1 PR** not required because: no change to be backported
- [ ] **mbedtls development PR** provided #10650
- [ ] **mbedtls 4.1 PR** not required because: this one
- [ ] **mbedtls 3.6 PR** not required because: [explained here](https://github.com/Mbed-TLS/mbedtls/pull/10650#issuecomment-4304370309)
- **tests**  not required because: same as in #10650
",2026-04-23T12:54:49Z,,expressible_combination,Usually needs setF for selected state plus setM/noCheck for peer input.,closed_pr_merge_unverified,github:Mbed-TLS/mbedtls:pr:10713,pr,needs-review priority-high size-xs,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,negotiation_logic_error,Mbed-TLS/mbedtls,closed,bug-inferred,[backport 4.1] check_config: add missing check for TLS 1.3 key exchanges,https://github.com/Mbed-TLS/mbedtls/pull/10713
True,"## Description

TLS handshake messages such as Certificate can exceed `MBEDTLS_SSL_IN_CONTENT_LEN` (16KB) when servers use certificate chains with many intermediate CAs or certificates with many SANs. The existing handshake defragmentation reassembles fragmented messages in-place, but is limited to the compile-time buffer size — connections fail with ""requesting more data than fits"" when the reassembled message exceeds the buffer.

This PR adds a new compile-time option `MBEDTLS_SSL_TLS_HS_LARGE_MSG` that extends the existing in-place reassembly with dynamic buffer resizing. When enabled and configured at runtime via `mbedtls_ssl_conf_max_handshake_msg_len()`, the input buffer is proactively enlarged at the initial handshake fragment if the message will not fit.

Related to #1840 (this addresses the case where the reassembled handshake message exceeds the buffer size; the basic fragmentation support was added in PR #9872).

### Design

- Extends the existing in-place reassembly — no separate buffer or new reassembly path
- Buffer is resized at the initial fragment, before the reassembly loop begins
- Allocates to the configured max once; the enlarged buffer remains for the lifetime of the SSL context
- Only triggers when the message exceeds `MBEDTLS_SSL_IN_CONTENT_LEN` — no cost for normal-sized messages
- TLS-only (not DTLS)
- This feature serves the opposite purpose of `MBEDTLS_SSL_VARIABLE_BUFFER_LENGTH` (which shrinks buffers); they should be considered mut",2026-04-24T16:36:32Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10714,pr,,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",TLS-Adjacent,github,wrong_state_transition,Mbed-TLS/mbedtls,open,bug-inferred,Add MBEDTLS_SSL_TLS_HS_LARGE_MSG for large handshake message reassembly,https://github.com/Mbed-TLS/mbedtls/pull/10714
True,"## Description
The PR hardens TLS 1.3 EncryptedExtensions parsing on the client side. The parser now verifies that it consumes the full `buf..end` range after processing the internal extensions vector, and rejects messages with trailing bytes by sending `decode_error` and returning `MBEDTLS_ERR_SSL_DECODE_ERROR`.

## PR checklist
- [ ] **changelog** not required because: this is a small bug fix with no API change
- [ ] **framework PR** not required
- [ ] **TF-PSA-Crypto development PR** not required because: no TF-PSA-Crypto code was changed
- [ ] **TF-PSA-Crypto 1.1 PR** not required because: no TF-PSA-Crypto code was changed
- [ ] **mbedtls development PR** not required because: this PR is itself the development PR
- [ ] **mbedtls 4.1 PR** not required because: backport not prepared yet
- [ ] **mbedtls 3.6 PR** not required because: backport not prepared yet
- **tests**  provided",2026-05-13T15:51:25Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10752,pr,,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,wrong_error_handling,Mbed-TLS/mbedtls,open,bug-inferred,ssl: reject trailing bytes in TLS 1.3 encrypted extensions,https://github.com/Mbed-TLS/mbedtls/pull/10752
True,"## Description

Backport of #10715 to the `mbedtls-4.1` branch.

The deserialization paths for TLS 1.3 sessions and SSL contexts have been
hardened to reject malformed input as a second line of defence (the primary
protection remains application-side integrity protection of serialized data):

* `ssl_tls13_session_load` now rejects ALPN and hostname fields that are not
  null-terminated within the announced length, and rejects buffers that have
  unconsumed trailing data after the full record.
* `ssl_context_load` now rejects serialized SSL contexts whose DTLS Connection
  ID length exceeds the maximum supported size, instead of overflowing the
  internal buffer.

New tests cover all four error paths.

Related: CVE-2026-34877 (mbedtls-security-advisory-2026-03-serialized-data); see #10682, #10683, #10715.

## PR checklist

- [x] **changelog** provided
- [x] **development PR** provided #10715
- [x] **3.6 PR** provided #10762
- [x] **4.1 PR** provided here
- [x] **tests** provided",2026-05-22T10:07:45Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10761,pr,enhancement needs-review component-tls13 priority-high,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,incorrect_field_construction,Mbed-TLS/mbedtls,open,security/advisory,Backport to 4.1: harden serialized data deserialization,https://github.com/Mbed-TLS/mbedtls/pull/10761
True,"## Description

Backport of #10715 to the `mbedtls-3.6` branch.

The deserialization paths for TLS 1.3 sessions and SSL contexts have been
hardened to reject malformed input as a second line of defence (the primary
protection remains application-side integrity protection of serialized data):

* `ssl_tls13_session_load` now rejects ALPN and hostname fields that are not
  null-terminated within the announced length, and rejects buffers that have
  unconsumed trailing data after the full record.
* `ssl_context_load` now rejects serialized SSL contexts whose DTLS Connection
  ID length exceeds the maximum supported size, instead of overflowing the
  internal buffer.

The TLS 1.3 session-load tests from #10715 are included. The dedicated
CID-length test relies on test helpers introduced after 3.6
(`mbedtls_test_ssl_dtls_join_endpoints`, `mbedtls_test_ssl_perform_connection`)
and is omitted from this backport. The CID bounds check itself is unchanged.

This supersedes #10683.

Related: CVE-2026-34877 (mbedtls-security-advisory-2026-03-serialized-data); see #10682, #10715, #10761.

## PR checklist

- [x] **changelog** provided
- [x] **development PR** provided #10715
- [x] **3.6 PR** provided here (supersedes #10683)
- [x] **4.1 PR** provided #10761
- [x] **tests** provided (TLS 1.3 session-load mutation tests; CID test omitted, see description)",2026-05-22T10:17:26Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,recognized_unfixed_or_open,github:Mbed-TLS/mbedtls:pr:10762,pr,enhancement needs-review component-tls13 priority-high,Mbed TLS,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,incorrect_field_construction,Mbed-TLS/mbedtls,open,security/advisory,Backport to 3.6: harden serialized data deserialization,https://github.com/Mbed-TLS/mbedtls/pull/10762
True,"When running `make check-format`, the make fails.

## Steps:
1. On `master` branch
2. Run the following
```
./config
make check-format
```

## Error:
```
Can't open perl script ""util/check-format.pl"": No such file or directory
make: *** [Makefile:4569: check-format] Error 2
```

The `check-format.pl` script does not exist any where.

## Expected:
No error, and format check to occur

## Configuration

```
$ perl configdata.pm --dump

Command line (with current working directory = .):

    /usr/bin/perl ./Configure

Perl information:

    /usr/bin/perl
    5.40.3 for x86_64-linux-thread-multi

Enabled features:

    apps
    argon2
    aria
    asm
    async
    atexit
    autoalginit
    autoerrinit
    autoload-config
    bf
    blake2
    bulk
    cached-fetch
    camellia
    cast
    chacha
    cmac
    cmp
    cms
    comp
    ct
    default-thread-pool
    deprecated
    des
    dgram
    dh
    docs
    dsa
    dso
    dtls
    ec
    ec2m
    ecdh
    ecdsa
    ecx
    err
    filenames
    gost
    http
    idea
    integrity-only-ciphers
    legacy
    makedepend
    md4
    mdc2
    ml-dsa
    ml-kem
    module
    multiblock
    nextprotoneg
    ocb
    ocsp
    pic
    pinshared
    poly1305
    posix-io
    psk
    quic
    unstable-qlog
    rc2
    rc4
    rdrand
    rfc3779
    rmd160
    scrypt
    secure-memory
    seed
    shared
    siphash
    siv
    slh-dsa
    sm2
    sm2-precomp
    sm3
    sm4
    sock
    srp
    srtp
    sse2
    ssl-trace
    stdio",2026-01-10T05:29:22Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_or_fixed_unverified,github:openssl/openssl:issue:29594,issue,issue: bug report,OpenSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,legacy_cross_version_error,openssl/openssl,closed,direct-bug-label,`make check-format` fails,https://github.com/openssl/openssl/issues/29594
True,"Detecting plaintext HTTP over a TLS socket is broken for certain verbs

## Observed Behavior

Setup an `openssl s_server` instance and send a plaintext HTTP POST request to the created socket. Observe that OpenSSL does not detect that the packet was a HTTP request and instead responds with a fatal record_overflow alert. Contrast the POST request behavior to the behavior in OpenSSL version 3.1.8. For an example of this affecting end-user software, install Apache HTTPD 2.4, configure it to use TLS, and send a plaintext HTTP POST request to the Apache server port.

```
$ docker pull debian:latest
$ docker run --rm -it --pull never debian:latest /bin/bash
root@a3c4c8e748f6:/# apt update
root@a3c4c8e748f6:/# apt install openssl curl netcat-openbsd bsdextrautils
root@a3c4c8e748f6:/# openssl version
OpenSSL 3.5.4 30 Sep 2025 (Library: OpenSSL 3.5.4 30 Sep 2025)
root@a3c4c8e748f6:/# openssl ecparam -outform pem -genkey -out server.key -name prime256v1
root@a3c4c8e748f6:/# openssl req -x509 -days 365 -key server.key -noenc -outform pem -out server.pem
root@a3c4c8e748f6:/# openssl s_server -port 8699 -cert server.pem -key server.key
root@a3c4c8e748f6:/# curl -X POST http://localhost:8699
curl: (1) Received HTTP/0.9 when not allowed
root@a3c4c8e748f6:/# printf 'POST / HTTP/1.1' | nc -v localhost 8699 | hexdump -C
Connection to localhost (::1) 8699 port [tcp/*] succeeded!
00000000  15 03 03 00 02 02 16                              |.......|
00000007
```

In contrast to the previous behav",2026-02-26T15:49:24Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_or_fixed_unverified,github:openssl/openssl:issue:30196,issue,triaged: bug severity: regression,OpenSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-probable,github,wrong_error_handling,openssl/openssl,closed,direct-bug-label,Detecting plaintext HTTP over a TLS socket is broken for certain verbs,https://github.com/openssl/openssl/issues/30196
